Provisioning : Storage Systems : V400_B94 : Virtual Volumes - Virtual Volumes

Name,State,Virtual Size (GiB),Reserved User Size (GiB),Exported To,RC Group
ESX_129E_P_MIX,Normal,3 100 000 GiB,2 530 875 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_129E_P_MIX
ESX_143A_P_MIX_repli,Normal,1 600 000 GiB,810 000 GiB,--,ESX_143A_P_MIX.r39317
ESX_207C_P_MIX_repli,Normal,2 000 000 GiB,657 000 GiB,--,ESX_207C_P.r39317
ESX_277_P_ADMINVC,Normal,1 500 000 GiB,803 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_280_P_repli,Normal,1 500 000 GiB,912 750 GiB,--,ESX_LUN10_P.r39317
ESX_281_P_repli,Normal,2 100 000 GiB,1 335 875 GiB,--,ESX_LUN11_P.r39317
ESX_300_P_MIX,Normal,2 000 000 GiB,1 170 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_LUN55_P_MIX
ESX_301_P_MIX,Normal,3 050 000 GiB,2 667 500 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_LUN64_P_MIX
ESX_302_P_MIX,Normal,1 500 000 GiB,467 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_LUN65_P_MIX
ESX_303_P_MIX,Normal,2 150 000 GiB,831 875 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_LUN66_P_MIX
ESX_318A_P_MIX_repli,Normal,3 000 000 GiB,2 541 125 GiB,--,ESX_318A_P_MIX.r39317
ESX_327A_P_MIX,Normal,2 000 000 GiB,1 071 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_327A_P_MIX
ESX_327B_P_MIX,Normal,2 000 000 GiB,321 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_327B_P_MIX
ESX_327C_P_VRA,Normal,2 000 000 GiB,285 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_327C_P_VRA
ESX_327D_P_VRA,Normal,2 000 000 GiB,148 625 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_327D_P_VRA
ESX_356E_P_MIX_repli,Normal,2 000 000 GiB,49 000 GiB,--,ESX_356E_P_MIX.r39317
ESX_433_DMZ_P_dataplaceholder,Normal,2 000 GiB,2 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,--
ESX_501_P_MIX_repli,Normal,2 000 000 GiB,1 444 625 GiB,--,ESX_LUN71_P_MIX.r39317
ESX_503_P_MIX_repli,Normal,2 050 000 GiB,1 233 125 GiB,--,ESX_LUN72_P_MIX.r39317
ESX_585_R,Normal,1 500 000 GiB,1 249 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_679_P_MIX_repli,Normal,2 050 000 GiB,1 073 000 GiB,--,ESX_LUN89_P_MIX.r39317
ESX_861_P_MIX_repli,Normal,2 000 000 GiB,1 569 125 GiB,--,ESX_LUN101_P_MIX.r39317
ESX_878_PP_MIX,Normal,3 724 000 GiB,2 947 250 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_878_PP_MIX
ESX_1020_P_MIX,Normal,2 000 000 GiB,1 611 625 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_102_P_MIX
ESX_1021_P_MIX,Normal,2 050 000 GiB,1 338 875 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_1021_P_MIX
ESX_1116_P_PCI-U,Normal,1 500 000 GiB,1 036 875 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_1116_P_PCI-U
ESX_1223_P,Normal,2 100 000 GiB,1 336 250 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_1223_P
ESX_1300_P_MIX,Normal,2 100 000 GiB,796 125 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_1300_P_MIX
ESX_1329_P_MIX,Normal,1 024 000 GiB,494 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_1329_P_MIX
ESX_1346_PP_MIX,Normal,2 250 000 GiB,1 159 750 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_1346_PP_MIX
ESX_1352_RESTO_VEEAM,Normal,500 000 GiB,500 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_1378_P_MIX_repli,Normal,2 700 000 GiB,1 781 375 GiB,--,ESX_1378_P_MIX.r39317
ESX_1401_P_MIX_repli,Normal,1 024 000 GiB,465 000 GiB,--,ESX_1401_P_MIX.r39317
ESX_3056_P_MIX_repli,Normal,4 250 000 GiB,4 231 000 GiB,--,ESX_3056_P_MIX.r39317
ESX_3231_DMZ_P_OFFICE_365,Normal,2 000 000 GiB,113 000 GiB,ESX_103_P_DMZ  ESX_03_P_DMZ  ESX_101_P_DMZ,ESX_3231_DMZ_P_OFFICE
ESX_3279_P_MIX,Normal,2 000 000 GiB,353 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_3279_P_MIX
ESX_3400_P_MIX_repli,Normal,2 000 000 GiB,528 375 GiB,--,ESX_3400_P_MIX.r39317
ESX_3401_P_MIX_repli,Normal,2 000 000 GiB,1 048 000 GiB,--,ESX_3401_P_MIX.r39317
ESX_3402_P_MIX_repli,Normal,2 000 000 GiB,648 625 GiB,--,ESX_3402_P_MIX.r39317
ESX_3403_P_VRA_repli,Normal,2 000 000 GiB,208 750 GiB,--,ESX_3403_P_VRA.r39317
ESX_3404_P_VRA_repli,Normal,2 000 000 GiB,397 000 GiB,--,ESX_3404_P_VRA.r39317
ESX_3596_P_BULLION_repli,Normal,2 000 000 GiB,48 250 GiB,--,ESX_3596_P_BULLION.r39317
ESX_3598_PP_BULLION_repli,Normal,2 000 000 GiB,48 375 GiB,--,ESX_3598_PP_BULLION.r39317
ESX_B32_P_MIX_repli,Normal,2 100 000 GiB,975 000 GiB,--,ESX_B32_P_MIX.r39317
ESX_BCF_P_MIX,Normal,2 100 000 GiB,1 243 125 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_BCF_P_MIX
ESX_C9A_P,Normal,2 700 000 GiB,1 599 250 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_C9A_P
ESX_C54_PP_repli,Normal,2 150 000 GiB,443 000 GiB,--,ESX_C54_PP.r39317
ESX_CB7_PP_MIX_repli,Normal,1 500 000 GiB,1 117 000 GiB,--,ESX_CB7_PP_MIX.r39317
ESX_D4E_PP,Normal,2 050 000 GiB,1 182 250 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_D4E_PP
ESX_D6C_P_repli,Normal,1 500 000 GiB,1 183 500 GiB,--,ESX_D6C_P.r39317
ESX_E5F_P,Normal,1 650 000 GiB,704 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_E5F_P
ESX_E24_P_repli,Normal,2 000 000 GiB,798 000 GiB,--,ESX_E24_P.r39317
ESX_EA8_PP_repli,Normal,1 500 000 GiB,560 000 GiB,--,ESX_EA8_PP.r39317
ESX_EB4_P_repli,Normal,2 000 000 GiB,1 905 000 GiB,--,ESX_EB4_P.r39317
ESX_EF0_P_XENAPP,Normal,2 100 000 GiB,380 750 GiB,ESX_77_P_XENAPP  ESX_111_P_XENAPP  ESX_81_P_XENAPP  ESX_83_P_XENAPP  ESX_73_P_XENAPP  ESX_79_P_XENAPP  ESX_105_P_XENAPP  ESX_75_P_XENAPP  ESX_71_P_XENAPP  <html><i>set:</i>ESX_P_XENAPP_B94</html>,--
ESX_EF3_P_XENAPP,Normal,2 000 000 GiB,204 500 GiB,ESX_77_P_XENAPP  ESX_111_P_XENAPP  ESX_81_P_XENAPP  ESX_83_P_XENAPP  ESX_73_P_XENAPP  ESX_79_P_XENAPP  ESX_105_P_XENAPP  ESX_75_P_XENAPP  ESX_71_P_XENAPP  <html><i>set:</i>ESX_P_XENAPP_B94</html>,--
ESX_EF4_P,Normal,1 500 000 GiB,933 125 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_EF4_P
ESX_F20_P_repli,Normal,2 050 000 GiB,1 394 000 GiB,--,ESX_F20_P.r39317
ESX_FB0_P,Normal,1 500 000 GiB,701 375 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,ESX_FB0
ESX_RDM_2E1_LI3BUS001_01,Normal,200 000 GiB,107 125 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_RDM_2E2_LI3BUS001_02,Normal,150 000 GiB,83 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_RDM_5AF_VWIGENESYSDB01_rep,Normal,60 000 GiB,61 000 GiB,--,VWIGENESYSDB001.r39317
ESX_RDM_5BD_VWI0FIC003_D_repli,Normal,2 047 000 GiB,1 246 375 GiB,--,ESX_VWI0FIC003.r39317
ESX_RDM_5BE_VWI0FIC003_E_repli,Normal,2 047 000 GiB,2 048 000 GiB,--,ESX_VWI0FIC003.r39317
ESX_RDM_31A7_VWC0APP016_repli,Normal,3 000 000 GiB,2 049 000 GiB,--,ESX_31A7_VWC0APP016.r39317
ESX_RDM_31A8_VWC0BDD006_repli,Normal,3 000 000 GiB,960 000 GiB,--,ESX_31A8_VWC0BDD006.r39317
ESX_RDM_33DA_VWI0BDD040_1,Normal,2 000 000 GiB,16 375 GiB,ESX_200_P_BULLION,VWI0BDD040
ESX_RDM_33DB_VWI0BDD040_2,Normal,2 000 000 GiB,16 375 GiB,ESX_200_P_BULLION,VWI0BDD040
ESX_RDM_33DC_VWI0BDD040_3,Normal,1 600 000 GiB,16 375 GiB,ESX_200_P_BULLION,VWI0BDD040
ESX_RDM_35A1_VWI1BDD018_1_reply,Normal,2 000 000 GiB,16 375 GiB,--,VWI1BDD018.r39317
ESX_RDM_35A2_VWI1BDD018_2_reply,Normal,2 000 000 GiB,16 125 GiB,--,VWI1BDD018.r39317
ESX_RDM_35A3_VWI1BDD018_3_reply,Normal,1 600 000 GiB,16 375 GiB,--,VWI1BDD018.r39317
ESX_RDM_359A_VWC0APP019_repli,Normal,3 000 000 GiB,80 375 GiB,--,ESX_359A_VWC0APP019.r39317
ESX_RDM_DB0_VWI0MIX003_E,Normal,300 000 GiB,17 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,--
ESX_RESTO_TEMP,Normal,200 000 GiB,200 000 GiB,--,--
LIN0BDD006_LIN0BDD007_CLU_B,Normal,900 000 GiB,759 375 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_B_2,Normal,500 000 GiB,411 125 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_B_3,Normal,150 000 GiB,49 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_B_4,Normal,500 000 GiB,481 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD006_LIN0BDD007_CLU_B_5,Normal,100 000 GiB,1 000 GiB,LIN0BDD007  LIN0BDD006  <html><i>set:</i>CLU_SEPA_P</html>,--
LIN0BDD009_backup_2_CLU,Normal,100 000 GiB,48 125 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD009_backup_CLU,Normal,50 000 GiB,51 000 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD009_data_2_CLU,Normal,400 000 GiB,16 125 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD009_data_CLU,Normal,250 000 GiB,209 000 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD009_log_CLU,Normal,30 000 GiB,10 000 GiB,LIN0BDD009_CLU_B  LIN0BDD008_CLU_A  <html><i>set:</i>CLU_GEP_P</html>,--
LIN0BDD009_rootvg,Normal,20 000 GiB,7 000 GiB,LIN0BDD009_CLU_B,--
LIN1BDD008_backup_CLU,Normal,50 000 GiB,51 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD008_data_CLU,Normal,250 000 GiB,225 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD008_log_CLU,Normal,30 000 GiB,19 000 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN1BDD008_rootvg,Normal,20 000 GiB,9 000 GiB,LIN1BDD008_CLU_B,--
LIN1BDD008_tempo_CLU,Normal,100 000 GiB,16 125 GiB,LIN1BDD008_CLU_B  LIN1BDD007_CLU_A  <html><i>set:</i>CLU_GED_PP</html>,--
LIN2BDD001_DATA,Normal,1 050 000 GiB,952 750 GiB,LIN2BDD001,--
LIN2BDD001_DATA1,Normal,50 000 GiB,51 000 GiB,LIN2BDD001,--
LIN2BDD001_DATA2,Normal,50 000 GiB,51 000 GiB,LIN2BDD001,--
LIN2BDD001_DATA3,Normal,900 000 GiB,710 000 GiB,LIN2BDD001,--
LIPBUS003_01,Normal,500 000 GiB,430 000 GiB,LIPBUS003,--
PIXPST1_datavg_repli,Normal,60 000 GiB,17 000 GiB,--,PIXPST1.r39317
PIXPST1_rootvg_repli,Normal,50 000 GiB,11 000 GiB,--,PIXPST1.r39317
PIXSANP_PRODRVG_0_repli,Normal,100 000 GiB,101 000 GiB,--,PIXSANP.r39317
PIXSANP_PRODRVG_1_repli,Normal,100 000 GiB,100 000 GiB,--,PIXSANP.r39317
PIXSANP_PRODRVG_2_repli,Normal,100 000 GiB,101 000 GiB,--,PIXSANP.r39317
PIXSANP_PRODVG_3_repli,Normal,100 000 GiB,92 000 GiB,--,PIXSANP.r39317
PIXSANP_PRODVG_4_repli,Normal,100 000 GiB,101 000 GiB,--,PIXSANP.r39317
PIXSANP_ROOTVG_2_repli_2DEL,Normal,50 000 GiB,11 000 GiB,--,--
PIXSANP_ROOTVG_repli,Normal,50 000 GiB,11 000 GiB,--,PIXSANP.r39317
PUREFLEX_CLI1_B_0,Normal,50 000 GiB,10 000 GiB,PUREFLEX_CLI1_B,--
PUREFLEX_CLI1_B_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_CLI1_B,--
PUREFLEX_CLI2_B_0,Normal,50 000 GiB,27 000 GiB,PUREFLEX_CLI2_B,--
PUREFLEX_CLI2_B_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_CLI2_B,--
PUREFLEX_CLI2_B_2,Normal,30 000 GiB,13 000 GiB,PUREFLEX_CLI2_B,--
PUREFLEX_VIO1_B_0,Normal,50 000 GiB,17 000 GiB,PUREFLEX_VIO1_B,--
PUREFLEX_VIO1_B_1,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO1_B,--
PUREFLEX_VIO2_B_0,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO2_B,--
PUREFLEX_VIO2_B_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_VIO2_B,--
PUREFLEX_VIO3_B_0,Normal,50 000 GiB,17 000 GiB,PUREFLEX_VIO3_B,--
PUREFLEX_VIO3_B_1,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO3_B,--
PUREFLEX_VIO4_B_0,Normal,50 000 GiB,7 000 GiB,PUREFLEX_VIO4_B,--
PUREFLEX_VIO4_B_1,Normal,50 000 GiB,1 000 GiB,PUREFLEX_VIO4_B,--
SRM_ESX_2B8F_PCI_PFE,Normal,900 000 GiB,16 000 GiB,ESX_91_P  ESX_119_P  ESX_129_P  ESX_127_P  ESX_115_P  ESX_139_P  ESX_125_P  ESX_137_P  ESX_99_P  ESX_123_P  ESX_135_P  ESX_65_P  ESX_97_P  ESX_89_P  ESX_121_P  ESX_133_P  ESX_101_P  ESX_143_P  ESX_153_P  ESX_131_P  ESX_141_P  ESX_151_P  ESX_85_P  ESX_93_P  <html><i>set:</i>ESX_P_B94</html>,SRM_ESX_2B8F_PCI_PFE
